上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
临五[2401-04]班临五[2411-14]班精神医学[2401-02]班卓越医生2401班,108,202520261001233,社会医学 B,"狄晓康[802954],胡宓[213011],罗丹[802906],牛璐[219203],沈敏学[219204],涂昕雅[223152]",湘雅公共卫生学院,10910,T212,11-18,全周,,课表
临五[2401-04]班临五[2411-14]班精神医学[2401-02]班卓越医生2401班,75,202520261001231,卫生事业管理学 A,"狄晓康[802954],胡宓[213011],罗丹[802906],牛璐[219203],沈敏学[219204],涂昕雅[223152]",湘雅公共卫生学院,10910,T212,3-10,全周,,课表
基础医学拔尖2301班基础医学2301班,35,202520261005168,能代与内环境,"范春梅[221288],刘瑛[203095],唐怡庭[214005],张彬[803377],张华莉[803050],邹江[803187],暨明[803320]",湘雅基础医学院,20102,L115,1-18,全周,,课表
基础医学拔尖2401班基础医学2401班,32,202520261000984,基础医学总论（一）,"蔡艳[205070],管茶香[802042],黎明[802449],潘爱华[803027],熊炜[203116],周勇[213146]",湘雅基础医学院,20102,L313,1-11,全周,,课表
基础医学拔尖2401班基础医学2401班,33,202520261000989,基础医学总论（二）,"何琼琼[803398],胡永斌[205089],胡忠良[803399],罗庚求[203104],王慷慨[803299],王宽松[206094],肖德胜[802941],尹红玲[801816],张华莉[803050]",湘雅基础医学院,20102,L313,12-18,全周,,课表
精神医学[2401-02]班卓越医生2401班,55,202520261001254,组织学与胚胎学A[讲课学时],"蔡艳[205070],范春梅[221288],黄河[802910],刘俊文[208050],伍亚蓝[223034],肖玲[803178],张彬[803377]",湘雅基础医学院,20102,M401,1-17,全周,,课表
法医2201,21,202520261008985,耳鼻咽喉头颈外科学B[讲课学时],"李和清[600581],刘火旺[601938],马艳红[600418],卿翔[602419],宋业勋[602750],王天生[600923],张晓伟[602198]",湘雅三医院,20102,M403,7-18,全周,,课表
法医2201班基础医学拔尖2201班基础医学22级1组班基础医学22级2组班,49,202520261008975,内科学B[讲课学时],"陈科[601438],陈雄[600747],邓煦[602707],桂明[600203],季迎[600571],蒋铁斌[600216],金萍[600853],李安莹[600984],李颖[601937],刘锐[601647],刘少俊[600570],孙剑[600959],田力[601431],王二华[600946],杨琼[600983],阳石坤[602494],曾丽雄[601413],张德才[602352],张浩[600215],赵少俐[600906],周妍[600824]",湘雅三医院,20102,M403,1-2,全周,,课表
生科T2401,30,202520261000922,微生物学A,"陈苗[219012],陈淑华[203112],邓梅春[211039],何海伦[212024],李星[221220],刘灿华[803018],骆亚萍[802942],马昌杯[212006],汤立军[803179],赵岳涛[220038],钟慧[211195],朱飞舟[208002]",生命科学学院,20102,S104,3-14,全周,,课表
生信2401,28,202520261000928,遗传学,"黄文[210049],李家大[209150],张灼华[803425]","生命科学学院,校领导",20102,S204,1-18,全周,,课表
法医2301,26,202520261005135,法医科学研究前沿,"蔡继峰[205123],常云峰[206137],丁艳君[211057],郭亚东[212144],李介男[221284],凌江[223048],马琼山[803303],尚艳杰[224011],王勇[213160],扎拉嘎白乙拉[212155],张长全[221034],闫杰[212156]",湘雅基础医学院,20102,S214,3-16,全周,,课表
临床药学2201,15,202520261009138,创新创业导论,陈卓[212062],粉末冶金研究院,20102,S216,3-18,全周,,课表
临床药学2401,29,202520261001214,病理生理学B[讲课学时],"陈欢[222274],蒋碧梅[203093],刘瑛[203095],谭斯品[803396],王慷慨[803299],王念[209114],张华莉[803050],朱雅茜[219144]",湘雅基础医学院,20102,S316,1-18,全周,,课表
临五2304-06班临五2313-14班精神医学2301-02班麻醉2301-02,26,202520261005667,高级医学英语（二）,周静[801244],外国语学院,20102,S402,2-9,全周,,课表
临五2304-06班临五2313-14班精神医学2301-02班麻醉2301-02,25,202520261019891,高级医学英语（二）,周静[801244],外国语学院,20102,S402,10-17,全周,,课表
临五2304-06班临五2313-14班精神医学2301-02班麻醉2301-02,25,202520261020101,高级医学英语（二）,谢芸[802158],外国语学院,20102,S404,2-9,全周,,课表
药学2301-03,73,202520261005342,药理学A,"艾可龙[219177],杜洁[410823],胡长平[803382],黄琼[411325],江俊麟[803376],刘斌[12020179],彭军[207152],杨芝春[205146],袁创[221201],张晓杰[803375]","湘雅药学院,湘雅医院",20102,T105,1-18,全周,,课表
口腔医学（5+3）[2301-02]班口腔五年2301班,81,202520261005189,口腔组织病理学[讲课学时],"刘斌杰[213028],唐瞻贵[211021]",湘雅口腔医学院（湘雅口腔医院）,20102,T106,1-18,全周,,课表
临五2413-14,67,202520261001592,生物化学C,"陈苗[219012],陈淑华[203112],邓梅春[211039],何海伦[212024],李星[221220],刘灿华[803018],骆亚萍[802942],马昌杯[212006],汤立军[803179],赵岳涛[220038],钟慧[211195],朱飞舟[208002]",生命科学学院,20102,T107,1-18,全周,,课表
检验2401-03,67,202520261001706,生物化学C,"陈苗[219012],陈淑华[203112],邓梅春[211039],何海伦[212024],李星[221220],刘灿华[803018],骆亚萍[802942],马昌杯[212006],汤立军[803179],赵岳涛[220038],钟慧[211195],朱飞舟[208002]",生命科学学院,20102,T108,1-18,全周,,课表
药学2401-03,99,202520261001191,药学物理化学,"邓友超[223045],康峰华[219020],王文宣[219178]",湘雅药学院,20102,T109,1-18,全周,,课表
口腔医学（5+3）2401-02班口腔五年2401-02,15,202520261020058,生物学进展,"刘慕君[207139],文斗斗[803371],周叶方[207147]",生命科学学院,20102,T110,3-10,全周,,课表
口腔医学（5+3）2401-02班口腔五年2401-02,10,202520261020166,生物技术概论,"陈淑华[203112],邓梅春[211039],马昌杯[212006]",生命科学学院,20102,T110,11-18,全周,,课表
药学2201-03,16,202520261009170,药物分析B,"陈传品[211029],朱曲波[211180]",湘雅药学院,20102,T111,1-9,全周,,课表
临床医学（八年制）2303-04,48,202520261005526,医学遗传学,"段然慧[209148],郭辉[214034],胡正茂[207122],黄文[210049],李家大[209150],梁德生[203166],刘雄昊[207138],谭洁琼[215016],袁玲[218066],邬玲仟[803419]",生命科学学院,20102,T205,1-18,全周,,课表
护理2401-04,104,202520261001134,医学统计学B,"胡明[207119],李广迪[218078],宁佩珊[220064],饶蓁蓁[222052],史静琤[803139],王一任[803215],颜艳[802394],杨芳[210122],杨土保[802329],杨土保[802329]",湘雅公共卫生学院,20102,T206,1-16,全周,,课表
临五2409-10,64,202520261001642,马克思主义基本原理,王浩斌[212025],马克思主义学院,20102,T207,1-16,全周,,课表
检验2301-03,62,202520261005581,临床生物化学检验,"黄建军[802936],徐克前[802434],章玲玲[216011],朱燕[803315]",湘雅三医院,20102,T209,1-18,全周,,课表
临床（五年）附三[22011-12]班组临床（五年）附三[22023-24]班组临床（五年）附三[22035-36]班组临床（五年）附三[22047-48]班组,136,202520261009562,妇产科学A[讲课学时],"程春霞[600858],李瑞珍[602593],米春梅[601171],孙信[600577],王楠[601820],肖芳[601873],肖松舒[600972],徐大宝[600757],薛敏[600256],杨益民[600416],叶明珠[601796],易水晶[601964],曾飞[600417]",湘雅三医院,20102,T211,1-2,全周,,课表
预防21级1组班预防21级2组班预防21级3组班预防21级4组班预防21级5组班预防21级6组班预防21级7组,3,202520261013001,放射卫生学,"陈律[802343],段燕英[208136],黄瑞雪[803240],黄云[803110],路婵[218160],张宪[217105]",湘雅公共卫生学院,20102,T307,1-5,全周,,课表
法医2201班基础医学拔尖2201班基础医学22级1组班基础医学22级2组班,50,202520261008979,妇产科学B[讲课学时],"冯晴[602147],贺斯黎[602572],李瑞珍[602593],李月燃[602470],王楠[601820],徐大宝[600757],杨益民[600416],易水晶[601964],覃娴[601115]",湘雅三医院,201020304,M403,3-6,全周,,课表
21级八年制附三1组班21级八年制附三2组班21级八年制附三3组班21级八年制附三4组,30,202520261014260,内科学C,"艾飞艳[602695],曹宇[600569],陈科[601438],陈雄[600747],桂明[600203],何红晖[600520],蒋铁斌[600216],蒋卫红[600201],金萍[600853],李颖[601937],李昕[600925],刘纯[600519],刘纪实[601082],刘少俊[600570],刘妍[601597],孟婕[603260],孙圣华[600218],唐晓鸿[600306],田力[601431],王二华[600946],王芬[600880],王建文[601020],王晓艳[600885],王晓艳[601850],谢丽华[601071],徐灿霞[600317],易斌[601388],张浩[600215],张志辉[600869],赵立玲[601910]",湘雅三医院,201020304,S116,11-12,全周,,课表
护理2301-02,53,202520261005288,外科护理学[讲课学时],"陈佳睿[221346],陈琦蓉[220203],谷灿[211003],贺吉群[402373],刘丹[803311],刘伟[214079],周阳[402990]","湘雅护理学院,湘雅医院",201020304,T208,1-2,全周,,课表
生科T2401,31,202520261000921,普通生物学,"唐璐璐[206076],颜金鹏[208138]",生命科学学院,20304,L115,1-18,全周,,课表
生信2301,21,202520261005099,数据结构,"刘建炜[802544],孙圣杰[223105]",生命科学学院,20304,L201,1-14,全周,生信2301,课表
法医2201,20,202520261008977,眼科学A[讲课学时],"曹燕娜[600982],陈国平[600295],邓志宏[602073],李文杰[602091],刘豫[600902],熊炜[603259],易军晖[600929]",湘雅三医院,20304,M403,7-18,全周,,课表
法医2201班基础医学拔尖2201班基础医学22级1组班基础医学22级2组班,49,202520261008974,外科学B[讲课学时],"丁波泥[600574],冯超[600974],甘毅[600994],郭一航[602570],黄飞舟[600231],金龙玉[600249],李志跃[600940],刘宇[601058],罗令[602924],沈民仁[601107],孙吉春[601027],王电军[600862],王国慧[601335],姚鲲[602053],易波[600831],余枭[600932],张翼[600910]",湘雅三医院,20304,M403,1-2,全周,,课表
生医2301,16,202520261005149,仪器分析,"陈昊彬[222031],董竹新[221229],黄智[211210],凌江[223048],刘文明[218007],门孝菊[224060]",湘雅基础医学院,20304,S104,3-12,全周,,课表
临床药学2201,15,202520261009143,生物药剂学与药物动力学,谢非凡[219158],湘雅药学院,20304,S204,1-13,全周,,课表
临床医学（八年制）2304,24,202520261005534,内分泌系统,"管茶香[802042],何红晖[600520],胡永斌[205089],李芳[204108],刘俊文[208050],刘瑛[203095],王慧[803168],肖玲[803178],赵璐晴[215063],周勇[213146]","湘雅基础医学院,湘雅三医院",20304,S214,4,全周,,课表
临床医学（八年制）2304,24,202520261005534,内分泌系统,"管茶香[802042],何红晖[600520],胡永斌[205089],李芳[204108],刘俊文[208050],刘瑛[203095],王慧[803168],肖玲[803178],赵璐晴[215063],周勇[213146]","湘雅基础医学院,湘雅三医院",20304,S214,6,全周,,课表
临床医学（八年制）2304,24,202520261005534,内分泌系统,"管茶香[802042],何红晖[600520],胡永斌[205089],李芳[204108],刘俊文[208050],刘瑛[203095],王慧[803168],肖玲[803178],赵璐晴[215063],周勇[213146]","湘雅基础医学院,湘雅三医院",20304,S214,2-3,全周,,课表
临床医学（八年制）2304,30,202520261005498,神经系统,"蔡艳[205070],陈旦[208139],范春玲[803394],冯丹丹[209039],韩仰[209131],汉建忠[802046],胡忠良[803399],李昌琪[803120],王慧[803168],王宽松[206094],王晓晟[803003],肖玲[803178]",湘雅基础医学院,20304,S214,9-18,全周,,课表
临床医学（八年制）2303,24,202520261005533,内分泌系统,"管茶香[802042],何红晖[600520],胡永斌[205089],李芳[204108],刘俊文[208050],刘瑛[203095],王慧[803168],肖玲[803178],赵璐晴[215063],周勇[213146]","湘雅基础医学院,湘雅三医院",20304,S214,8,全周,,课表
临床药学2401,29,202520261001221,病理学B[讲课学时],"何琼琼[803398],胡永斌[205089],胡忠良[803399],罗庚求[203104],王宽松[206094],肖德胜[802941],尹红玲[801816],赵璐晴[215063]",湘雅基础医学院,20304,S216,1-18,全周,,课表
临床医学（八年制）2303,24,202520261005537,呼吸系统,"陈旦[208139],胡忠良[803399],蒋碧梅[203093],卢大华[802006],罗自强[802033],王慷慨[803299],向阳[203107],肖德胜[802941],肖玲[803178],张彬[803377],周艳[221267]",湘雅基础医学院,20304,S217,1-9,全周,,课表
临床医学（八年制）2303,25,202520261005529,泌尿系统,"范春玲[803394],冯丹丹[209039],黄河[802910],刘瑛[203095],王念[209114],王晓晟[803003],尹红玲[801816],张彬[803377],赵璐晴[215063],暨明[803320]",湘雅基础医学院,20304,S217,10-18,全周,,课表
生医2401（科创班）,30,202520261001000,电子技术基础,桂明臻[219125],自动化学院,20304,S316,1-8,全周,,课表
生医2401（科创班）,30,202520261001000,电子技术基础,赵党军[212010],自动化学院,20304,S316,9-16,全周,,课表
口腔医学（5+3）[2301-02]班口腔五年2301班检验[2301-03]班,24,202520261020102,高级医学英语（二）,周静[801244],外国语学院,20304,S402,2-9,全周,,课表
口腔医学（5+3）[2301-02]班口腔五年2301班检验[2301-03]班,25,202520261020103,高级医学英语（二）,周静[801244],外国语学院,20304,S402,10-17,全周,,课表
口腔医学（5+3）[2301-02]班口腔五年2301班检验[2301-03]班,26,202520261005555,高级医学英语（二）,谢芸[802158],外国语学院,20304,S404,2-9,全周,,课表
临五2304-06,92,202520261005765,习近平新时代中国特色社会主义思想概论,胡腾蛟[221102],马克思主义学院,20304,T105,1-18,全周,,课表
临五2313-14,65,202520261005797,病理生理学A,"陈欢[222274],蒋碧梅[203093],刘瑛[203095],谭斯品[803396],王浩[803401],王慷慨[803299],王念[209114],张华莉[803050],朱雅茜[219144]",湘雅基础医学院,20304,T106,1-18,全周,,课表
生科2301班生科T2301班临床药学2301,75,202520261005089,习近平新时代中国特色社会主义思想概论,刘少博[221230],马克思主义学院,20304,T107,1-18,全周,,课表
法医2301班基础医学拔尖2301班基础医学2301班,76,202520261005124,药理学C,"艾可龙[219177],代书炎[223242],胡长平[803382],江俊麟[803376],彭军[207152],杨芝春[205146],张晓杰[803375],张政[213045],祝小云[221324]",湘雅药学院,20304,T108,1-18,全周,,课表
生信2401,30,202520261000930,分子生物学A,"陈慧勇[207056],胡景平[218085],梁龙[222088],刘静[802985],罗赛群[801882],罗志勇[802950],孙曙明[211172],王梓[220144],吴坤陆[205081],萧小鹃[209005],熊德慧[803306],曾赵军[803413],朱里鹏[222048],朱敏[803132]",生命科学学院,20304,T109,1-18,全周,,课表
护理2401-02,50,202520261001145,马克思主义基本原理,黄炎平[139182],马克思主义学院,20304,T110,1-16,全周,,课表
药学2201-03,79,202520261009159,临床药学总论,"程岩[507599],龚慧[506138],李文群[507155],颜苗[505065],张毕奎[505995]",湘雅二医院,20304,T111,1-9,全周,,课表
预防2403-04,47,202520261001124,生理学B,"冯丹丹[209039],管茶香[802042],韩仰[209131],汉建忠[802046],刘持[211027],唐怡庭[214005],向阳[203107],周艳[221267],周勇[213146],暨明[803320],瞿湘萍[211013]",湘雅基础医学院,20304,T112,1-18,全周,,课表
药学2401-02,63,202520261001201,仪器分析,"陈传品[211029],柳文洁[215022],吴建平[803233],余鹏[207116]",湘雅药学院,20304,T205,2-12,全周,,课表
药学2301-03,70,202520261005330,药学创新创业教育与实践,"陈传品[211029],李乾斌[210038],李晓晖[211189],王文宣[219178],吴建平[803233],徐康平[803174],周文虎[217015]",湘雅药学院,20304,T207,2-10,全周,,课表
护理2403-04,47,202520261001155,护理信息学,"冯辉[205068],陶子荣[401117]","湘雅护理学院,湘雅医院",20304,T210,1-18,全周,,课表
临床（五年）附三[22011-12]班组临床（五年）附三[22023-24]班组临床（五年）附三[22035-36]班组临床（五年）附三[22047-48]班组,135,202520261009670,内科学A[讲课学时],"蔡菁菁[602152],陈科[601438],邓煦[602707],桂明[600203],胡静[600961],蒋铁斌[600216],金萍[600853],李安莹[600984],李颖[601937],李昕[600925],刘纯[600519],刘芬[601336],刘纪实[601082],刘竞[600210],刘少俊[600570],孟婕[603260],彭丽萍[600748],孙剑[600959],孙圣华[600218],田力[601431],涂珊[601595],王二华[600946],王芬[600880],王晓艳[600885],王晓艳[601850],谢丽华[601071],易斌[601388],张浩[600215],张志辉[600869],赵立玲[601910],赵莲[601963]",湘雅三医院,20304,T211,1-2,全周,,课表
精神医学2301-02班麻醉2301-02,80,202520261005381,病理学A[讲课学时],"何琼琼[803398],胡永斌[205089],胡忠良[803399],罗庚求[203104],王宽松[206094],肖德胜[802941],尹红玲[801816],赵璐晴[215063]",湘雅基础医学院,20304,T212,1-18,全周,,课表
预防21级1组班预防21级2组班预防21级3组班预防21级4组班预防21级5组班预防21级6组班预防21级7组,36,202520261013028,健康相关产品毒理学评价,"关岚[802375],罗纲[220059],肖芳[212214],曾明[802371]",湘雅公共卫生学院,20304,T307,1-5,全周,,课表
法医2401,23,202520261000948,法医毒物分析,"蔡继峰[205123],常云峰[206137],丁艳君[211057],郭亚东[212144],李介男[221284],凌江[223048],马琼山[803303],尚艳杰[224011],王勇[213160],扎拉嘎白乙拉[212155],张长全[221034],闫杰[212156]",湘雅基础医学院,20506,L113,1-17,全周,,课表
卓越医生2301-02,36,202520261005443,医学微生物学B,"刘水平[801780],卢建红[204096],谭宇蓉[803378],王莉莉[803055],邬国军[803195]",湘雅基础医学院,20506,L201,1-18,全周,,课表
检验2401-03,37,202520261001683,卫生法学 B,"狄晓康[802954],刘卓鹰[221218],涂昕雅[223152]","法学院,湘雅公共卫生学院",20506,L313,3-10,全周,,课表
法医2201班基础医学拔尖2201班基础医学22级1组班基础医学22级2组班,49,202520261008974,外科学B[讲课学时],"丁波泥[600574],冯超[600974],甘毅[600994],郭一航[602570],黄飞舟[600231],金龙玉[600249],李志跃[600940],刘宇[601058],罗令[602924],沈民仁[601107],孙吉春[601027],王电军[600862],王国慧[601335],姚鲲[602053],易波[600831],余枭[600932],张翼[600910]",湘雅三医院,20506,M403,1-2,全周,,课表
基础医学拔尖2401班基础医学2401班,32,202520261000991,内分泌系统,"管茶香[802042],何红晖[600520],胡永斌[205089],李芳[204108],刘俊文[208050],刘瑛[203095],王慧[803168],肖玲[803178],赵璐晴[215063],周勇[213146]","湘雅基础医学院,湘雅三医院",20506,M403,6,全周,,课表
生医2301,29,202520261005146,医学仪器原理,"黄忠朝[206073],彭宽[212009],喻罡[207089]",湘雅基础医学院,20506,S104,3-12,全周,,课表
临床医学（八年制）2302,25,202520261005535,内分泌系统,"管茶香[802042],何红晖[600520],胡永斌[205089],李芳[204108],刘俊文[208050],刘瑛[203095],王慧[803168],肖玲[803178],赵璐晴[215063],周勇[213146]","湘雅基础医学院,湘雅三医院",20506,S104,2,全周,,课表
21级八年制附三1组班21级八年制附三2组班21级八年制附三3组班21级八年制附三4组,30,202520261014205,传染病学C,张磐[601429],湘雅三医院,20506,S116,3-10,全周,,课表
临床药学2401,34,202520261001206,生理学B,"冯丹丹[209039],管茶香[802042],韩仰[209131],汉建忠[802046],刘持[211027],唐怡庭[214005],向阳[203107],周艳[221267],周勇[213146],暨明[803320],瞿湘萍[211013]",湘雅基础医学院,20506,S204,1-18,全周,,课表
临床医学（八年制）2201,25,202520261009794,能代与内环境,"范春梅[221288],刘瑛[203095],唐怡庭[214005],张彬[803377],张华莉[803050],邹江[803187],暨明[803320]",湘雅基础医学院,20506,S214,9-18,全周,,课表
临床医学（八年制）2201,25,202520261009794,能代与内环境,"范春梅[221288],刘瑛[203095],唐怡庭[214005],张彬[803377],张华莉[803050],邹江[803187],暨明[803320]",湘雅基础医学院,20506,S214,3-4,全周,,课表
临床医学（八年制）2203,25,202520261009803,基于案例的综合讨论（一）,"蔡艳[205070],陈旦[208139],范春梅[221288],蒋碧梅[203093],黎明[802449],刘瑛[203095],谭斯品[803396],王慧[803168],王芙艳[802452],向阳[203107],张华莉[803050],暨明[803320]",湘雅基础医学院,20506,S216,3-15,全周,,课表
临床医学（八年制）2202,26,202520261020075,医学微生物学A[讲课学时],"刘水平[801780],谭宇蓉[803378],邬国军[803195]",湘雅基础医学院,20506,S217,1-18,全周,,课表
临床医学（八年制）2204,23,202520261009793,能代与内环境,"范春梅[221288],刘瑛[203095],唐怡庭[214005],张彬[803377],张华莉[803050],邹江[803187],暨明[803320]",湘雅基础医学院,20506,S316,2-18,全周,,课表
药学2302,25,202520261015279,天然药物化学,"邓旭[216078],康峰华[219020],王文宣[219178],徐康平[803174],于霞[216048],曾光尧[803008],周应军[203138],邹振兴[219002]",湘雅药学院,20506,S406,1-18,全周,,课表
临五2310-12,92,202520261005788,卫生学A,"陈继华[211223],陈律[802343],段燕英[208136],关岚[802375],黄云[803110],林茜[803128],路婵[218160],秦虹[209134],任国峰[802416],肖琳[219153],杨丽娜[207114],张宪[217105],郑温雅[219078]",湘雅公共卫生学院,20506,T105,1-18,全周,,课表
临五2305-06,63,202520261005801,病理生理学A,"陈欢[222274],蒋碧梅[203093],刘瑛[203095],谭斯品[803396],王浩[803401],王慷慨[803299],王念[209114],张华莉[803050],朱雅茜[219144]",湘雅基础医学院,20506,T106,1-18,全周,,课表
护理2303-04,46,202520261005279,习近平新时代中国特色社会主义思想概论,王琴[221117],马克思主义学院,20506,T107,1-18,全周,,课表
精神医学2301-02班麻醉2301-02,78,202520261005379,药理学A,"艾可龙[219177],代书炎[223242],胡长平[803382],江俊麟[803376],彭军[207152],杨芝春[205146],张晓杰[803375],张政[213045],祝小云[221324]",湘雅药学院,20506,T108,1-18,全周,,课表
临五2404-06,97,202520261001649,分子生物学C,"陈慧勇[207056],胡景平[218085],梁龙[222088],刘静[802985],罗志勇[802950],孙曙明[211172],王梓[220144],吴坤陆[205081],萧小鹃[209005],熊德慧[803306],曾赵军[803413],朱里鹏[222048],朱敏[803132]",生命科学学院,20506,T109,1-18,全周,,课表
预防2401-02,54,202520261001110,分子生物学C,"陈慧勇[207056],胡景平[218085],梁龙[222088],刘静[802985],罗志勇[802950],孙曙明[211172],王梓[220144],吴坤陆[205081],萧小鹃[209005],熊德慧[803306],曾赵军[803413],朱里鹏[222048],朱敏[803132]",生命科学学院,20506,T110,1-18,全周,,课表
护理2403-04,49,202520261001147,马克思主义基本原理,黄炎平[139182],马克思主义学院,20506,T111,1-16,全周,,课表
药学2303,23,202520261015280,天然药物化学,"邓旭[216078],康峰华[219020],王文宣[219178],徐康平[803174],于霞[216048],周应军[203138]",湘雅药学院,20506,T112,1-18,全周,,课表
药学2301,23,202520261005348,天然药物化学,"康峰华[219020],王文宣[219178],徐康平[803174],于霞[216048],曾光尧[803008],邹振兴[219002]",湘雅药学院,20506,T205,1-18,全周,,课表
生信2301,21,202520261005098,Python及其生物信息学应用,"姜浩[220061],李蓓[802599]",生命科学学院,20506,T207,1-9,全周,生信2301班,课表
护理2301-02,53,202520261005288,外科护理学[讲课学时],"陈佳睿[221346],陈琦蓉[220203],谷灿[211003],贺吉群[402373],刘丹[803311],刘伟[214079],周阳[402990]","湘雅护理学院,湘雅医院",20506,T208,1-18,全周,,课表
生科2301班生科T2301班生信2401,32,202520261005090,生理学B,"冯丹丹[209039],管茶香[802042],韩仰[209131],汉建忠[802046],刘持[211027],唐怡庭[214005],向阳[203107],周艳[221267],周勇[213146],暨明[803320],瞿湘萍[211013]",湘雅基础医学院,20506,T209,1-18,全周,,课表
护理2401-02,58,202520261001165,生理学B,"冯丹丹[209039],管茶香[802042],韩仰[209131],汉建忠[802046],刘持[211027],唐怡庭[214005],向阳[203107],周艳[221267],周勇[213146],暨明[803320],瞿湘萍[211013]",湘雅基础医学院,20506,T210,1-18,全周,,课表
临床（五年）附三[22011-12]班组临床（五年）附三[22023-24]班组临床（五年）附三[22035-36]班组临床（五年）附三[22047-48]班组,135,202520261009670,内科学A[讲课学时],"蔡菁菁[602152],陈科[601438],邓煦[602707],桂明[600203],胡静[600961],蒋铁斌[600216],金萍[600853],李安莹[600984],李颖[601937],李昕[600925],刘纯[600519],刘芬[601336],刘纪实[601082],刘竞[600210],刘少俊[600570],孟婕[603260],彭丽萍[600748],孙剑[600959],孙圣华[600218],田力[601431],涂珊[601595],王二华[600946],王芬[600880],王晓艳[600885],王晓艳[601850],谢丽华[601071],易斌[601388],张浩[600215],张志辉[600869],赵立玲[601910],赵莲[601963]",湘雅三医院,20506,T211,1-2,全周,,课表
基础医学拔尖2301班基础医学2301班,35,202520261005162,神经系统,"蔡艳[205070],陈旦[208139],范春玲[803394],冯丹丹[209039],韩仰[209131],汉建忠[802046],胡忠良[803399],李昌琪[803120],王慧[803168],王宽松[206094],王晓晟[803003],肖玲[803178]",湘雅基础医学院,205060708,L115,8-18,全周,,课表
21级八年制附三1组班21级八年制附三2组班21级八年制附三3组班21级八年制附三4组,30,202520261014260,内科学C,"艾飞艳[602695],曹宇[600569],陈科[601438],陈雄[600747],桂明[600203],何红晖[600520],蒋铁斌[600216],蒋卫红[600201],金萍[600853],李颖[601937],李昕[600925],刘纯[600519],刘纪实[601082],刘少俊[600570],刘妍[601597],孟婕[603260],孙圣华[600218],唐晓鸿[600306],田力[601431],王二华[600946],王芬[600880],王建文[601020],王晓艳[600885],王晓艳[601850],谢丽华[601071],徐灿霞[600317],易斌[601388],张浩[600215],张志辉[600869],赵立玲[601910]",湘雅三医院,205060708,S116,11-12,全周,,课表
临床（五年）附三[22011-12]班组临床（五年）附三[22023-24]班组临床（五年）附三[22035-36]班组临床（五年）附三[22047-48]班组,135,202520261009670,内科学A[讲课学时],"蔡菁菁[602152],陈科[601438],邓煦[602707],桂明[600203],胡静[600961],蒋铁斌[600216],金萍[600853],李安莹[600984],李颖[601937],李昕[600925],刘纯[600519],刘芬[601336],刘纪实[601082],刘竞[600210],刘少俊[600570],孟婕[603260],彭丽萍[600748],孙剑[600959],孙圣华[600218],田力[601431],涂珊[601595],王二华[600946],王芬[600880],王晓艳[600885],王晓艳[601850],谢丽华[601071],易斌[601388],张浩[600215],张志辉[600869],赵立玲[601910],赵莲[601963]",湘雅三医院,205060708,T211,3-10,全周,,课表
临床（五年）附三[22011-12]班组临床（五年）附三[22023-24]班组临床（五年）附三[22035-36]班组临床（五年）附三[22047-48]班组,135,202520261009589,儿科学A[讲课学时],"薄涛[603039],陈志衡[600973],戴红梅[601357],何庆南[603051],李颖[600579],李卓颖[601591],刘琳[602243],田朗[601023],杨明华[603266],赵明一[602168]",湘雅三医院,205060708,T211,11-17,全周,,课表
检验2301-03,62,202520261005572,疾病学概论（二）[讲课学时],"蔡立峰[600813],陈丽敏[601047],丁波泥[600574],冯超[600974],甘毅[600994],龚健[600960],郭一航[602570],何爱桦[603491],黄芳[600705],金龙玉[600249],李巧燕[602271],李志跃[600940],刘宇[601058],刘振国[600736],沈民仁[601107],宋智[601911],孙吉春[601027],汪长发[601340],王电军[600862],王国慧[601335],王陆颖[601795],王楠[601820],文言广[600990],肖芳[601873],姚鲲[602053],易波[600831],余枭[600932],曾向阳[602233],张浩晔[600580],张磐[601429],张翼[600910],张玉平[600922],周建大[600252],周勇[600787]",湘雅三医院,205060708,T307,1-2,全周,,课表
临五2409-12,128,202520261001413,临床医学导论,"陈志恒[600111],胡平安[600945],李旭红[600901],陆瑶[602995],毛平[600110],潘曦[600969],彭玥[600746],万齐全[600863],严文广[601043],阳国平[600292],姚晨姣[600568],袁洪[600081],庄权[602574]","湘雅三医院,湘雅药学院",205060708,T308,1-18,全周,,课表
生医2401（科创班）,29,202520261000998,科技政策与知识产权法,葛秋萍[213156],"法学院,公共管理学院",20708,L313,9-12,全周,,课表
生医2401（科创班）,29,202520261000998,科技政策与知识产权法,刘强[209065],"法学院,公共管理学院",20708,M401,13-16,全周,,课表
法医2201班基础医学拔尖2201班基础医学22级1组班基础医学22级2组班,49,202520261008975,内科学B[讲课学时],"陈科[601438],陈雄[600747],邓煦[602707],桂明[600203],季迎[600571],蒋铁斌[600216],金萍[600853],李安莹[600984],李颖[601937],刘锐[601647],刘少俊[600570],孙剑[600959],田力[601431],王二华[600946],杨琼[600983],阳石坤[602494],曾丽雄[601413],张德才[602352],张浩[600215],赵少俐[600906],周妍[600824]",湘雅三医院,20708,M403,1-2,全周,,课表
生医2301,29,202520261005146,医学仪器原理,"黄忠朝[206073],彭宽[212009],喻罡[207089]",湘雅基础医学院,20708,S104,3-12,全周,,课表
