上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
中国语言文学类2503,31,202520261017263,大学英语（一）,央泉,外国语学院,20506,外语网络楼447,"2-4,8-20",全周,,调课
信科T2501,20,202520261017722,大学英语（一）,赵蕙,外国语学院,20506,外语网络楼449,"2-4,8-20",全周,,调课
冶金材料类2501,27,202520261018802,大学英语（一）,王华玲,外国语学院,20506,外语网络楼449,"2-4,8-20",全周,,调课
中国语言文学类2503,31,202520261017263,大学英语（一）,央泉,外国语学院,20506,外语网络楼449,"2-4,8-20",全周,,调课
艺科2505,21,202520261017041,大学基础英语（一）,赵科红,外国语学院,20506,外语网络楼454,"2-4,8-20",全周,,调课
冶金材料类2516-18,83,202520261016503,国家安全教育,张子峻,马克思主义学院,20708,A座122,15-20,全周,,调课
冶金材料类2513-14,56,202520261018852,工程制图基础A,赵先琼,机电工程学院,20708,A座212,"2-4,8-20",全周,,调课
能源类2501-02,59,202520261018315,工程制图基础A,云忠,机电工程学院,20708,A座214,"2-4,8-20",全周,,调课
哲学2301,17,202520261006170,现象学导论,黄迪吉,人文学院,20708,A座222,11-18,全周,,调课
日语2201班法语2201班西班牙语2201,71,202520261010177,形势与政策,李丹,马克思主义学院,20708,A座308,"7,11",全周,,调课
产设2301-03,59,202520261005927,形势与政策,易佳乐,马克思主义学院,20708,A座308,"8,12",全周,,调课
运训2401-03,80,202520261000828,形势与政策,易佳乐,马克思主义学院,20708,A座308,"9,13",全周,,调课
运训2401-03,80,202520261000828,形势与政策,易佳乐,马克思主义学院,20708,A座308,"9,13",全周,,调课
冶金材料类2528-30,84,202520261018848,思想道德与法治,吴倩,马克思主义学院,20708,A座317,"2-4,8-20",全周,,调课
临床医学（八年制）2501-02,50,202520261016696,无机化学C,王曼娟,化学化工学院,20708,A座413,"2-3,9-18",全周,,调课
中国语言文学类2507-08,62,202520261017301,新媒体与社会,马薇薇,人文学院,20708,B座106,13-16,全周,,调课
国贸2401-02,64,202520261002321,经济统计学,杨国忠,商学院,20708,B座107,1-12,全周,,调课
电科2402-04,76,202520261000744,中国近现代史纲要,姬欣欣,马克思主义学院,20708,B座111,3-18,全周,,调课
交控2401-02,66,202520261003106,电路,毛先柏,自动化学院,20708,B座111,3-18,全周,,调课
出版2403,28,202520261002196,中外出版史,马薇薇,人文学院,20708,B座111,2-5,全周,,调课
计算机2404-06,78,202520261015133,离散数学,曾敏,计算机学院,20708,B座112,1-16,单周,,调课
车辆2201-02,32,202520261011629,新能源汽车概论,陈敏,机电工程学院,20708,B座118,3-10,全周,,调课
自动化2401-03,85,202520261000445,数字电子技术,覃爱娜,自动化学院,20708,B座118,11-18,全周,,调课
音乐表演2201-02班舞蹈表演2201,54,202520261010005,形势与政策,易佳乐,马克思主义学院,20708,B座211,"7,11",全周,,调课
英语2303-04,33,202520261006063,习近平新时代中国特色社会主义思想概论,李金昕,马克思主义学院,20708,B座211,3-18,单周,,调课
车辆2401-02班航天2401-02,98,202520261003234,电工技术B,姜霞,自动化学院,20708,B座213,3-18,全周,,调课
新能源2401-02班建环2401-02,98,202520261003123,电工技术A,刘波,自动化学院,20708,B座213,3-18,全周,,调课
土木D2301-03,80,202520261006691,创新创业导论,彭立静,公共管理学院,20708,B座214,3-18,全周,,调课
计算机2401-03,85,202520261015130,离散数学,沈海澜,计算机学院,20708,B座302,1-16,全周,,调课
工商2401-02,19,202520261002402,管理学经典著作选读,王杨欣,商学院,20708,B座315,9-16,全周,,调课
工商2301-02,42,202520261006503,质量管理,黄瑛,商学院,20708,B座318,9-16,全周,,调课
电信2303-04,52,202520261015254,数字图像处理,张俊超,自动化学院,20708,B座404,3-10,全周,,调课
行政2503,26,202520261016373,政治学原理,李晓飞,公共管理学院,20708,B座404,"2-4,8-16",全周,,调课
自动化T2401,23,202520261000191,数字电子技术,杜城龙,自动化学院,20708,B座406,11-18,全周,,调课
地物2403,23,202520261004063,岩石物理学,李磊,地球科学与信息物理学院,20708,B座418,1-8,全周,,调课
微电子2302,38,202520261007379,信号与系统,刘景琳,机电工程学院,20708,B座503,1-8,全周,,调课
自动化T2401,23,202520261000191,数字电子技术,杜城龙,自动化学院,20708,B座512,3-10,全周,,调课
机械2209-11班机械T2201,95,202520261011881,制造企业信息管理,陈志,机电工程学院,20708,B座514,3-8,全周,,调课
机械2209-11班机械T2201,95,202520261011881,制造企业信息管理,陈志,机电工程学院,20708,B座514,3-8,全周,,调课
信安2301-04,118,202520261004675,网络安全,王伟平,计算机学院,20708,B座518,1-16,全周,,调课
光电2401-02,50,202520261002583,数学物理方法,王云鹏,物理学院,20708,B座519,2-17,全周,,调课
自动化2401-03,85,202520261000445,数字电子技术,覃爱娜,自动化学院,20708,C座204,3-10,全周,,调课
机械2304,33,202520261007523,机械制造工程（一）,刘德福,机电工程学院,20708,C座311,1-16,全周,,调课
软件工程2506-07,56,202520261019661,军事理论,贺少华,马克思主义学院,20708,C座311,"2-4,8-20",全周,,调课
应化2405-06,56,202520261002457,分析化学B,衣馨瑶,化学化工学院,20708,C座408,1-8,全周,,调课
土木2407-09,66,202520261002718,形势与政策,周全,马克思主义学院,20708,C座408,"9,13",全周,,调课
化学生物环境类2513-15,73,202520261017520,思想道德与法治,屈明珍,马克思主义学院,20708,C座410,"2-4,8-20",全周,,调课
电子信息类2511班信科T2501,54,202520261019708,形势与政策,欧阳旖旎,电子信息学院,20708,C座502,"9,13",全周,,调课
能器2301,27,202520261007908,电化学原理,王志兴,冶金与环境学院,20708,C座502,1-8,全周,,调课
计算机类2510-12,99,202520261016108,形势与政策,姜芳蕊,马克思主义学院,20708,C座507,"9,13",全周,,调课
信管2301-02,59,202520261006353,数据可视化,郑博雯,商学院,20708,C座507,1-8,全周,,调课
应化2405-06,56,202520261002457,分析化学B,衣馨瑶,化学化工学院,20708,C座507,1-8,全周,,调课
采矿2404班车辆2401-02,62,202520261003918,中国近现代史纲要,李斌,马克思主义学院,20708,C座508,3-18,全周,,调课
外国语言文学类2504-06,68,202520261017159,形势与政策,韩胜杰,人文学院,20708,D座103,"9,13",全周,,调课
行政2502,26,202520261016378,管理学原理,严惠麒,公共管理学院,20708,D座123,"2-4,8-16",全周,,调课
地勘2501-03,86,202520261019075,思想道德与法治,郭鹏飞,马克思主义学院,20708,D座125,"2-4,8-20",全周,,调课
工商管理（高水平）2301,28,202520261006460,人力资源管理,臧志梅,商学院,20708,D座128,9-16,全周,,调课
机械2201-04,76,202520261011923,机器人传感与检测技术,李群明,机电工程学院,20708,D座206,6-16,全周,,调课
建筑2501,22,202520261017092,大学英语（一）,黄启瑜,外国语学院,20708,外语网络楼105,"2-4,8-20",全周,,调课
交通运输类2504,27,202520261018179,大学英语（一）,赵蕙,外国语学院,20708,外语网络楼108,"2-4,8-20",全周,,调课
临班,30,202520261015188,大学基础英语（三）,王文燕,外国语学院,20708,外语网络楼137,3-18,全周,,调课
外国语言文学类2503,20,202520261017198,外国语言文化入门,肖红文,外国语学院,20708,外语网络楼216,9-12,全周,,调课
能源类2501,30,202520261018282,大学英语（一）,夏志明,外国语学院,20708,外语网络楼223,"2-4,8-20",全周,,调课
能源类2501,30,202520261018282,大学英语（一）,夏志明,外国语学院,20708,外语网络楼232,"2-4,8-20",全周,,调课
冶金材料类2504,28,202520261018790,大学英语（一）,李俊芳,外国语学院,20708,外语网络楼349,"2-4,8-20",全周,,调课
能源类2501,30,202520261018282,大学英语（一）,夏志明,外国语学院,20708,外语网络楼349,"2-4,8-20",全周,,调课
计算机类2513,33,202520261016123,大学英语（一）,熊爱平,外国语学院,20708,外语网络楼353,"2-4,8-20",全周,,调课
电子信息类2506,35,202520261016245,大学英语（一）,李艳花,外国语学院,20708,外语网络楼449,"2-4,8-20",全周,,调课
艺科2404-06,59,202520261001854,形势与政策,李江浩,马克思主义学院,20910,A座213,"9,13",全周,,调课
产设2301-03,59,202520261005927,形势与政策,易佳乐,马克思主义学院,20910,A座213,"8,12",全周,,调课
文史预科2501,20,202520261016885,经典作品选读（一）,胡栋材,马克思主义学院,20910,A座213,2-4,全周,,调课
视传2201-03,67,202520261009976,形势与政策,易佳乐,马克思主义学院,20910,A座213,"7,11",全周,,调课
机械类2507-08,56,202520261018570,工程制图与数字化表达（一）,汤晓燕,机电工程学院,20910,A座215,"2-4,9-19",全周,,调课
能动2404-06,81,202520261003182,大学物理B（二）,罗成林,物理学院,20910,A座301,3-16,全周,,调课
音乐表演2401-02班舞蹈表演2401,56,202520261001956,形势与政策,易佳乐,马克思主义学院,20910,A座319,"9,13",全周,,调课
金融2402,23,202520261002286,金融学,陈建中,商学院,20910,A座322,1-12,全周,,调课
思政2501班哲学2501,50,202520261016933,大学计算机基础,温国海,计算机学院,20910,A座322,"2-3,9-18",全周,,调课
材料Q2501,20,202520261019020,工科大学化学—无机与结构化学基础,何震,化学化工学院,20910,A座322,"2-4,9-19",全周,,调课
土木国际2401-03班应数T2401,80,202520261002900,大学物理C（二）,肖思,物理学院,20910,A座401,3-14,全周,,调课
信管T2401,16,202520261002427,Python语言程序设计基础,简惠云,商学院,20910,A座413,1-12,全周,,调课
思政2501班哲学2501,50,202520261016933,大学计算机基础,温国海,计算机学院,20910,A座413,"2-3,9-18",全周,,调课
矿物2401-03,88,202520261003864,大学物理B（二）,张剑,物理学院,20910,A座417,3-16,全周,,调课
通信2401-03,75,202520261000815,大学物理B（二）,蒋杰,物理学院,20910,A座419,3-16,全周,,调课
能动2401-03,78,202520261003183,大学物理B（二）,吴迪,物理学院,20910,A座420,3-16,全周,,调课
自动化2301-04,54,202520261004458,Python程序设计,李仪,自动化学院,20910,B座107,11-18,全周,,调课
自动化2301-04,54,202520261004458,Python程序设计,李仪,自动化学院,20910,B座107,11-18,全周,,调课
自动化2301-04,54,202520261004458,Python程序设计,李仪,自动化学院,20910,B座107,11-18,全周,,调课
冶金材料类2504-06,83,202520261017325,国家安全教育,柯闻秀,马克思主义学院,20910,B座114,15-20,全周,,调课
法医2501班护理2501-02,69,202520261019695,国家安全教育,黄伟韬,马克思主义学院,20910,B座114,15-20,全周,,调课
电信2403-04,54,202520261000340,模拟电子技术,刘子建,自动化学院,20910,B座205,3-16,全周,,调课
计算机2301-05,35,202520261004827,现代操作系统理论与实现,肖健宇,计算机学院,20910,B座212,1-16,全周,,调课
轨道交通安全类2507-10,108,202520261018090,大学计算机基础,童键,计算机学院,20910,B座212,"2-3,9-18",全周,,调课
机械D2201-02班交设D2201,88,202520261008482,形势与政策,易佳乐,马克思主义学院,20910,B座214,"7,11",全周,,调课
地勘2301-03,46,202520261008364,形势与政策,田可,地球科学与信息物理学院,20910,B座214,"8,12",全周,,调课
地勘2301-03,46,202520261008364,形势与政策,田可,地球科学与信息物理学院,20910,B座218,"8,12",全周,,调课
电信2301-03,92,202520261004524,形势与政策,韩风华,马克思主义学院,20910,B座218,"8,12",全周,,调课
地物2401-03,75,202520261004064,形势与政策,田可,地球科学与信息物理学院,20910,B座218,"9,13",全周,,调课
能源类2504-06,89,202520261017055,军事理论,张子峻,马克思主义学院,20910,B座219,"2-4,8-20",全周,,调课
思政2501班哲学2501,50,202520261016933,大学计算机基础,温国海,计算机学院,20910,B座219,"2-3,9-18",全周,,调课
能器2301,27,202520261007908,电化学原理,王志兴,冶金与环境学院,20910,B座303,1-8,全周,,调课
经济管理类2503,33,202520261017392,管理学原理,黄瑛,商学院,20910,B座305,"2-4,9-17",全周,,调课
计算机T2301,21,202520261004920,软件工程,李祖德,计算机学院,20910,B座307,1-16,全周,,调课
轨道交通安全类2507-10,108,202520261018090,大学计算机基础,童键,计算机学院,20910,B座311,"2-3,9-18",全周,,调课
机械2403班机械2406,60,202520261003340,机械原理与设计（一）,申儒林,机电工程学院,20910,B座311,3-14,全周,,调课
机械类2516-18,84,202520261018523,思想道德与法治,李婷,马克思主义学院,20910,B座313,"2-4,8-20",全周,,调课
电子信息类2507-08,70,202520261017624,军事理论,龙运杰,马克思主义学院,20910,B座313,"2-4,8-20",全周,,调课
计算机2401-03,82,202520261000540,编译原理,肖健宇,计算机学院,20910,B座313,1-16,单周,,调课
行政2501-03,77,202520261016374,思想道德与法治,王星星,马克思主义学院,20910,B座314,"2-4,8-20",全周,,调课
中文2301-03,98,202520261006276,美学概论,贺予飞,人文学院,20910,B座318,3-14,全周,,调课
临床医学五年类2510-12,93,202520261016810,大学计算机基础B,刘泽星,计算机学院,20910,B座320,"2-4,8-20",全周,,调课
法学2503-04,61,202520261016981,法理学,陈越瓯,法学院,20910,B座404,"2-4,8-20",全周,,调课
计算机2407-09,80,202520261000581,计算机组成原理与汇编,李刚,计算机学院,20910,B座406,1-16,全周,,调课
计算机2404-06,44,202520261000564,JAVA语言与系统设计,谭靖儒,计算机学院,20910,B座408,1-16,全周,,调课
信安2401-03,63,202520261000705,形势与政策,黄炎平,马克思主义学院,20910,B座411,"9,13",全周,,调课
理工预科2501-04,129,202520261016911,基础物理（一）,林旭辉,物理学院,20910,B座412,"2-9,11-18",全周,,调课
机械类2510-12,84,202520261017615,军事理论,陈羽中,马克思主义学院,20910,B座413,"2-4,8-20",全周,,调课
地信2301-02,56,202520261008291,创新创业导论,李海峰,地球科学与信息物理学院,20910,B座414,3-18,全周,,调课
机械2303-04,65,202520261007546,机电液系统传动与控制,林赉贶,机电工程学院,20910,B座418,1-16,全周,,调课
城规2501-02,42,202520261017112,军事理论,李盼强,马克思主义学院,20910,B座420,"2-4,8-20",全周,,调课
自动化2303-04,65,202520261004429,人工智能导论,汪运,自动化学院,20910,B座501,1-8,全周,,调课
大数据2401-04,105,202520261015055,离散数学,匡湖林,计算机学院,20910,B座502,1-16,单周,,调课
计算机2407-09,80,202520261000581,计算机组成原理与汇编,李刚,计算机学院,20910,B座505,1-16,全周,,调课
计算机2407-09,17,202520261014824,面向对象编程（C++）,段俊文,计算机学院,20910,B座505,1-16,全周,,调课
自动化2307-08,62,202520261004431,人工智能导论,张帆,自动化学院,20910,B座511,1-8,全周,,调课
信安2301-04,75,202520261004667,系统编程实践,胡小龙,计算机学院,20910,B座517,1-16,全周,,调课
冶金材料类2504-06,83,202520261017325,国家安全教育,柯闻秀,马克思主义学院,20910,C座203,15-20,全周,,调课
药学2501-03,96,202520261019691,国家安全教育,杨愉,马克思主义学院,20910,C座203,15-20,全周,,调课
中文2201-03,94,202520261010265,形势与政策,李丹,马克思主义学院,20910,C座203,"7,11",全周,,调课
大数据2301-04,33,202520261004894,多模态数据处理与应用,王磊,计算机学院,20910,C座204,1-16,全周,,调课
法学2301-03,92,202520261000015,形势与政策,胡栋材,马克思主义学院,20910,C座205,"8,12",全周,,调课
法语2301班西班牙语2301,43,202520261006018,习近平新时代中国特色社会主义思想概论,涂亦嘉,马克思主义学院,20910,C座402,3-18,双周,,调课
电气2304-07,101,202520261004362,传感器原理与电气检测,黎燕,自动化学院,20910,C座403,11-18,全周,,调课
车辆2201-02,22,202520261011643,汽车工程材料基础,陈敏,机电工程学院,20910,C座403,3-10,全周,,调课
生科2501班麻醉[2501-02]班,76,202520261016403,基础化学,衣馨瑶,化学化工学院,20910,C座404,"2-3,9-20",全周,,调课
应物T2501班应物2501班应化T2501,50,202520261017613,形势与政策,刘颖,马克思主义学院,20910,C座407,"9,13",全周,,调课
工商2302,28,202520261006496,数字时代组织理论与设计,董佳敏,商学院,20910,D座120,9-16,全周,,调课
地物2501-03,80,202520261019047,思想道德与法治,郭鹏飞,马克思主义学院,20910,D座123,"2-4,8-20",全周,,调课
冶金2401-03,85,202520261003683,中国近现代史纲要,黄令坦,马克思主义学院,20910,D座125,3-18,全周,,调课
工商2301,32,202520261006497,数字时代组织理论与设计,臧志梅,商学院,20910,D座128,9-16,全周,,调课
计算机类2505,33,202520261016115,大学英语（一）,黄启瑜,外国语学院,20910,外语网络楼105,"2-4,8-20",全周,,调课
土木国际2501,30,202520261017746,雅思读写（一）,傅春晖,外国语学院,20910,外语网络楼106,"2-4,8-20",全周,,调课
外国语言文学类2504,18,202520261017167,中国话语国际传播,郭薇,外国语学院,20910,外语网络楼208,"2-4,8-20",全周,,调课
外国语言文学类2505,25,202520261019798,中国文化概要,吴琳,外国语学院,20910,外语网络楼216,"2-4,8-20",全周,,调课
英语2301-02,21,202520261006066,二外(法语)(二),肖红文,外国语学院,20910,外语网络楼602,1-16,全周,,调课
金融2301-03,60,202520261006385,期货与期权投资,杨艳军,商学院,30102,A座101,1,全周,,调课
光电2201-02班应物2201,12,202520261010534,传感器技术及应用,张正伟,物理学院,30102,A座101,1,全周,,调课
艺科2404-06,59,202520261001854,形势与政策,李江浩,马克思主义学院,30102,A座102,"9,13",全周,,调课
电信2403-04,53,202520261000320,数字电子技术,赵党军,自动化学院,30102,A座103,1-8,全周,,调课
地勘T2301,29,202520261008350,地球化学,张德贤,地球科学与信息物理学院,30102,A座104,2-8,全周,,调课
冶金材料类2507-08,56,202520261018867,工程制图基础A,袁望姣,机电工程学院,30102,A座111,"2-4,8-20",全周,,调课
机械类2509-10,56,202520261018579,工程制图与数字化表达（一）,周亮,机电工程学院,30102,A座113,"2-4,9-19",全周,,调课
地勘T2301,29,202520261008350,地球化学,张德贤,地球科学与信息物理学院,30102,A座223,2-8,全周,,调课
信安2301-04,70,202520261004683,软件工程,李祖德,计算机学院,30102,A座317,1-16,单周,,调课
应化2301-02,59,202520261006553,结构化学A,彭志光,化学化工学院,30102,A座321,3-14,全周,,调课
铁道2401-03,87,202520261002843,大学物理C（二）,吴烨,物理学院,30102,A座404,3-14,全周,,调课
理工预科2501-02,65,202520261016895,中华民族共同体概论,秦勤,"党委学生工作部（学生工作处）、武装部,马克思主义学院",30102,A座413,12-13,全周,,调课
智能2402-04,66,202520261000377,大学物理B（二）,方梅,物理学院,30102,A座417,3-16,全周,,调课
应化2401-03,85,202520261002467,大学物理C（二）,周良玉,物理学院,30102,A座420,3-14,全周,,调课
应化2305,26,202520261006560,化工原理,符剑刚,化学化工学院,30102,B座103,1-14,全周,,调课
中国语言文学类2501-02,61,202520261017300,新媒体与社会,马薇薇,人文学院,30102,B座106,13-16,全周,,调课
化学生物环境类2507-08,55,202520261019803,无机化学A,刘又年,化学化工学院,30102,B座108,"2-4,9-19",全周,,调课
电信2301-04,27,202520261004532,Python程序设计,李仪,自动化学院,30102,B座111,11-18,全周,,调课
理工预科2501-02,65,202520261016895,中华民族共同体概论,王昕伟,"党委学生工作部（学生工作处）、武装部,马克思主义学院",30102,B座111,"9,11",全周,,调课
信科2401-02,75,202520261002639,实变函数,杨蕊,数学与统计学院,30102,B座111,3-18,全周,,调课
理工预科2501-02,65,202520261016895,中华民族共同体概论,王昕伟,"党委学生工作部（学生工作处）、武装部,马克思主义学院",30102,B座113,"9,11",全周,,调课
化工2303-04,49,202520261006621,物理化学B(二),邱晓清,化学化工学院,30102,B座210,3-12,全周,,调课
自动化2301-04,54,202520261004458,Python程序设计,李仪,自动化学院,30102,B座217,11-18,全周,,调课
工商2301-02,48,202520261006505,供应链管理,王傅强,商学院,30102,B座304,9-16,全周,,调课
经济管理类2505,33,202520261017394,管理学原理,禹智潭,商学院,30102,B座315,"2-4,9-17",全周,,调课
机械2301-02,62,202520261007566,嵌入式系统原理与应用（一）,张友旺,机电工程学院,30102,B座409,1-10,全周,,调课
机械2301-02,62,202520261007566,嵌入式系统原理与应用（一）,张友旺,机电工程学院,30102,B座409,1-10,全周,,调课
地物2401-03,55,202520261004078,科学计算与Matlab/Python语言,童孝忠,地球科学与信息物理学院,30102,B座418,1-8,全周,,调课
文史预科2501,20,202520261016884,应用写作（一）,邓梦燕,人文学院,30102,B座420,"2-9,11-18",全周,,调课
轨道交通安全类2528-30,81,202520261019517,军事理论,柯闻秀,马克思主义学院,30102,C座108,"2-4,8-20",全周,,调课
冶金材料类2525-27,81,202520261018958,工科大学化学—无机与结构化学基础,刘洪涛,化学化工学院,30102,C座203,"2-4,9-19",全周,,调课
机械2305-06,66,202520261007479,创新创业导论,何玉辉,机电工程学院,30102,C座205,3-18,全周,,调课
地质2501-02,57,202520261015646,思想道德与法治,郭鹏飞,马克思主义学院,30102,C座210,"2-4,8-20",全周,,调课
工力[2401-02]班土木2413（天佑班）,56,202520261002866,形势与政策,周全,马克思主义学院,30102,C座304,"9,13",全周,,调课
计算机D2301-02,59,202520261004252,创新创业导论,钱东,化学化工学院,30102,C座402,3-18,全周,,调课
电气2401-02,51,202520261000210,工程导论,黎燕,自动化学院,30102,C座408,1-8,全周,,调课
计算机D2401-02,62,202520261000167,中国近现代史纲要,罗春梅,马克思主义学院,30102,C座501,3-18,全周,,调课
交通运输类2507-09,81,202520261018204,思想道德与法治,吴芍炎,马克思主义学院,30102,C座502,"2-4,8-20",全周,,调课
计算机D2401-02,62,202520261000167,中国近现代史纲要,罗春梅,马克思主义学院,30102,C座507,3-18,全周,,调课
应数2201-03班统计2201-03,12,202520261010596,生物统计,曲扬,数学与统计学院,30102,D座123,1-12,全周,,调课
临床医学五年类2506,32,202520261016797,大学英语（一）,顾兰,外国语学院,30102,外语网络楼105,"2-4,8-20",全周,,调课
临床医学五年类2506,32,202520261016797,大学英语（一）,顾兰,外国语学院,30102,外语网络楼105,"2-4,8-20",全周,,调课
机械类2508,28,202520261018483,大学英语（一）,王冰,外国语学院,30102,外语网络楼106,"2-4,8-20",全周,,调课
临班,32,202520261015258,高级英语（一）,唐陆军,外国语学院,30102,外语网络楼106,3-18,全周,英汉笔译,调课
软件工程2505,29,202520261016007,大学英语（一）,熊卉,外国语学院,30102,外语网络楼116,"2-4,8-20",全周,,调课
临床医学五年类2501,32,202520261016806,大学英语（一）,马婧,外国语学院,30102,外语网络楼137,"2-4,8-20",全周,,调课
英语2305,29,202520261006117,国际贸易理论与实务,杨军,外国语学院,30102,外语网络楼210,1-16,全周,,调课
法语2201,5,202520261010203,经贸法语（二）,肖红文,外国语学院,30102,外语网络楼215,1-16,全周,,调课
轨道交通安全类2513,27,202520261017976,大学英语（一）,周文珺,外国语学院,30102,外语网络楼223,"2-4,8-20",全周,,调课
轨道交通安全类2509,27,202520261017947,大学英语（一）,陈慧,外国语学院,30102,外语网络楼231,"2-4,8-20",全周,,调课
轨道交通安全类2527,28,202520261017951,大学英语（一）,张莉,外国语学院,30102,外语网络楼232,"2-4,8-20",全周,,调课
轨道交通安全类2509,27,202520261017947,大学英语（一）,陈慧,外国语学院,30102,外语网络楼345,"2-4,8-20",全周,,调课
机械类2508,28,202520261018483,大学英语（一）,王冰,外国语学院,30102,外语网络楼345,"2-4,8-20",全周,,调课
临班,32,202520261015258,高级英语（一）,唐陆军,外国语学院,30102,外语网络楼345,3-18,全周,英汉笔译,调课
轨道交通安全类2509,27,202520261017947,大学英语（一）,陈慧,外国语学院,30102,外语网络楼346,"2-4,8-20",全周,,调课
经济管理类2508,33,202520261017383,大学英语（一）,唐陆军,外国语学院,30102,外语网络楼346,"2-4,8-20",全周,,调课
临床医学五年类2506,32,202520261016797,大学英语（一）,顾兰,外国语学院,30102,外语网络楼347,"2-4,8-20",全周,,调课
法学2501,31,202520261016962,大学英语（一）,潘紫霓,外国语学院,30102,外语网络楼347,"2-4,8-20",全周,,调课
法学2502,31,202520261016959,大学英语（一）,李丽君,外国语学院,30102,外语网络楼349,"2-4,8-20",全周,,调课
法学2502,31,202520261016959,大学英语（一）,李丽君,外国语学院,30102,外语网络楼349,"2-4,8-20",全周,,调课
化学生物环境类2509,28,202520261017489,大学英语（一）,刘晴,外国语学院,30102,外语网络楼353,"2-4,8-20",全周,,调课
临班,32,202520261015258,高级英语（一）,唐陆军,外国语学院,30102,外语网络楼354,3-18,全周,英汉笔译,调课
软件工程2503,29,202520261016004,大学英语（一）,央泉,外国语学院,30102,外语网络楼354,"2-4,8-20",全周,,调课
自动化与电气类2511,31,202520261015858,大学英语（一）,傅晓燕,外国语学院,30102,外语网络楼449,"2-4,8-20",全周,,调课
自动化与电气类2513,31,202520261015856,大学英语（一）,周勤,外国语学院,30102,外语网络楼451,"2-4,8-20",全周,,调课
机械类2511-12,56,202520261018576,工程制图与数字化表达（一）,袁望姣,机电工程学院,30304,A座111,"2-4,9-19",全周,,调课
地勘2501,29,202520261019078,地球科学概论,杨牧,地球科学与信息物理学院,30304,A座124,11-18,单周,,调课
地勘2501,29,202520261019078,地球科学概论,杨牧,地球科学与信息物理学院,30304,A座201,11-18,单周,,调课
计算机T2301,21,202520261004920,软件工程,李祖德,计算机学院,30304,A座201,1-16,单周,,调课
计算机类2513班建筑2501-02,77,202520261017090,形势与政策,欧阳旖旎,电子信息学院,30304,A座204,"9,13",全周,,调课
土木D2201-03,78,202520261008447,形势与政策,易佳乐,马克思主义学院,30304,A座204,"7,11",全周,,调课
土木D2201-03,78,202520261008447,形势与政策,易佳乐,马克思主义学院,30304,A座204,"7,11",全周,,调课
信科2401-02,76,202520261002631,形势与政策,李江浩,马克思主义学院,30304,A座204,"9,13",全周,,调课
交通运输类2511-12,53,202520261018228,计算机工程图学（一）,熊小慧,交通运输工程学院,30304,A座214,"2-4,9-15",全周,,调课
计算机D2301-02,58,202520261004276,信息安全技术,汪洁,计算机学院,30304,A座410,1-16,单周,,调课
地勘2302,19,202520261008377,地球化学,张东亮,地球科学与信息物理学院,30304,A座413,2-8,全周,,调课
中国语言文学类2503-04,62,202520261019783,新媒体与社会,马薇薇,人文学院,30304,B座101,13-16,全周,,调课
工商2401-02,45,202520261002396,数字创新创业管理,祝平衡,商学院,30304,B座105,16,全周,,调课
测控2401班自动化2407-08,69,202520261000442,数字电子技术,覃爱娜,自动化学院,30304,B座108,3-10,全周,,调课
出版2401-02,56,202520261002194,中外出版史,马薇薇,人文学院,30304,B座112,2-5,全周,,调课
地信2301-02,16,202520261008297,遥感地学分析,陈杰,地球科学与信息物理学院,30304,B座112,9-16,全周,,调课
文史预科2501班理工预科2503-04,84,202520261016883,中华民族共同体概论,王昕伟,"党委学生工作部（学生工作处）、武装部,马克思主义学院",30304,B座113,"9,11",全周,,调课
测控2401班自动化2407-08,69,202520261000442,数字电子技术,覃爱娜,自动化学院,30304,B座205,11-18,全周,,调课
大数据2303-04,57,202520261014799,分布式系统与云计算,李玺,计算机学院,30304,B座207,1-16,双周,,调课
冶金材料类2507-09,84,202520261018966,工科大学化学—无机与结构化学基础,刘洪涛,化学化工学院,30304,B座212,"2-4,9-19",全周,,调课
冶金T2301,19,202520261008007,技术经济学B,石莎莎,商学院,30304,B座213,1-8,全周,,调课
电信2301-04,118,202520261004544,数据结构与算法,陈科文,自动化学院,30304,B座302,11-18,全周,,调课
工商2301,32,202520261006499,人力资源管理,陈明淑,商学院,30304,B座304,1-8,全周,,调课
智能2301-03,27,202520261004622,智能飞行机器人控制系统,陈琪锋,自动化学院,30304,B座308,11-18,全周,,调课
计算机2401-03,82,202520261000540,编译原理,肖健宇,计算机学院,30304,B座313,1-16,单周,,调课
计算机2401-03,82,202520261000540,编译原理,肖健宇,计算机学院,30304,B座313,1-16,单周,,调课
信管2301-02,45,202520261006357,博弈论,张博文,商学院,30304,B座319,1-8,全周,,调课
计算机2404-05,53,202520261000537,编译原理,何世文,计算机学院,30304,B座404,1-16,全周,,调课
法学2404,28,202520261001789,刑法总论,郑泽星,法学院,30304,B座405,1-12,全周,,调课
经济管理类2506,33,202520261017393,管理学原理,禹智潭,商学院,30304,B座407,"2-4,9-17",全周,,调课
电信2301-04,56,202520261004560,自动控制原理,时伟,自动化学院,30304,B座408,3-10,全周,,调课
自动化2501（西伯利亚留学生班）,25,202520261015949,数字电子技术,刘晨亮,自动化学院,30304,B座408,11-18,全周,,调课
地质2301-02,43,202520261008285,岩土钻掘设备,张鑫鑫,地球科学与信息物理学院,30304,B座409,1-8,全周,,调课
