上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
车辆2301,0,202520262012570,汽车制造工艺学,陈敏[701251],机电工程学院,10506,B座405,9-16,全周,,课表
机械2304,0,202520262012784,传感器与测试技术,魏文元[134239],机电工程学院,10506,B座405,1-8,全周,,课表
微电子2301-02,0,202520262012526,大规模集成电路设计,黄端[217063],电子信息学院,10506,B座406,9-16,全周,,课表
机械2413,26,202520262007122,机械工程材料,汤晓明[134289],机电工程学院,10506,B座406,1-8,全周,,课表
机械2308-09,62,202520262012696,热流体力学,"蒋日鹏[215091],刘峙麟[215059]",轻合金研究院,10506,B座407,3-12,全周,,课表
机械（材料制造）2301班机械2305-06,0,202520262012753,计算机辅助制造,刘冠[222099],机电工程学院,10506,B座408,9-16,单周,,课表
机械（材料制造）2301班机械2305-06,0,202520262012753,计算机辅助制造,刘冠[222099],机电工程学院,10506,B座408,9-16,双周,,课表
冶金材料类2531-33,92,202520262003503,军事理论,罗方禄[214062],马克思主义学院,10506,B座411,1-16,全周,,课表
自动化与电气类2507-09,92,202520262000264,国家安全教育,李国健[221347],马克思主义学院,10506,B座412,"10-12,14-16",全周,,课表
交运2403-04,53,202520262006759,交通运输企业管理,"季彬[218109],毛成辉[705060]",交通运输工程学院,10506,B座412,1-8,全周,,课表
法学2401-03,94,202520262018638,形势与政策,周杰[221327],马克思主义学院,10506,B座413,"8,12",全周,,课表
应化T2301班应化2304-05,84,202520262011458,习近平新时代中国特色社会主义思想概论,李金昕[221325],马克思主义学院,10506,B座413,1-16,单周,,课表
通信2401-03,83,202520262004552,"计算机程序设计基础(Java,Python)",杨迎泽[210051],电子信息学院,10506,B座414,1-16,全周,,课表
信科2401-02,72,202520262006416,复变函数,陈思彤[219086],数学与统计学院,10506,B座415,3-16,全周,,课表
地勘T2301,0,202520262013884,化石瑰宝,王文卉[216095],地球科学与信息物理学院,10506,B座418,5-8,全周,,课表
地勘T2301,0,202520262013884,化石瑰宝,王智琳[212173],地球科学与信息物理学院,10506,B座418,1-4,全周,,课表
计算机类2501-02,64,202520262000161,国家安全教育,汤秋芬[221070],马克思主义学院,10506,B座419,"10-12,14-16",全周,,课表
计算机T2501班计算机类2501-03,117,202520262000528,电路与电子技术,李飞[132282],自动化学院,10506,B座420,1-8,单周,,课表
自动化与电气类2507-09,92,202520262018188,形势与政策,周杰[221327],马克思主义学院,10506,B座420,"9,13",全周,,课表
信安2301-04,0,202520262008390,物联网技术及安全,张士庚[210115],计算机学院,10506,B座501,1-16,全周,,课表
软件工程2501-04,116,202520262000491,Java面向对象程序设计,邝砾[213014],计算机学院,10506,B座502,5-16,全周,,课表
计算机T2401,19,202520262004248,操作系统原理,胡小龙[703028],计算机学院,10506,B座503,1-16,全周,,课表
土木2413（天佑班）,19,202520262006540,工程测量与智能勘测,宋占峰[701006],土木工程学院,10506,B座504,1-8,全周,,课表
计算机2404-06,83,202520262004300,数据库原理,张祖平[132256],计算机学院,10506,B座505,1-16,单周,,课表
信安2401-03,66,202520262004442,信息安全导论,曲哲[223012],计算机学院,10506,B座505,1-16,双周,,课表
通信2404-05,53,202520262004549,"计算机程序设计基础(Java,Python)",蒋富[212161],电子信息学院,10506,B座506,1-16,全周,,课表
大数据2301-04,0,202520262008667,区块链原理与应用,黎方正[713010],计算机学院,10506,B座507,1-16,全周,,课表
大数据2401-04,0,202520262004414,Python数据处理编程,蒋万春[214113],计算机学院,10506,B座508,1-16,全周,,课表
统计2401-03,102,202520262006474,抽样技术与试验设计,杨柳青[224018],数学与统计学院,10506,B座510,1-12,全周,,课表
电气2301-02,61,202520262008147,电力系统分析,刘绪斌[221225],自动化学院,10506,B座511,1-14,全周,,课表
智能2403-04,49,202520262004131,模式识别与机器学习,高琰[207100],自动化学院,10506,B座513,1-10,全周,,课表
电气2305-07,0,202520262008146,运动控制系统,杨建[211014],自动化学院,10506,B座514,9-16,全周,,课表
电气2303-04,60,202520262008148,电力系统分析,孙尧[208051],自动化学院,10506,B座517,1-14,全周,,课表
自动化2404-06,91,202520262004235,微控制器与嵌入式系统,王海波[205186],自动化学院,10506,B座518,1-14,全周,,课表
冶金2301-03,0,202520262013487,轻金属冶金学A,"赖延清[130273],申雷霆[220208],唐晶晶[217011],田忠良[206049]",冶金与环境学院,10506,B座519,5-16,全周,,课表
新能源2401-02班建环2401-02,98,202520262006902,电子技术B,姜霞[203016],自动化学院,10506,C座103,1-16,全周,,课表
光电2401-04,106,202520262006338,模拟电子技术B,刘献如[206207],自动化学院,10506,C座104,1-16,全周,,课表
遥感测绘地信类2501-04,110,202520262000919,线性代数,周华成[218133],数学与统计学院,10506,C座105,1-10,全周,,课表
航天2401-02,59,202520262020872,材料力学C,刘丽丽[208175],土木工程学院,10506,C座108,1-16,全周,,课表
交设2407-08班土木2410,75,202520262006864,材料力学B,唐松花[706019],土木工程学院,10506,C座109,1-16,全周,,课表
土木2401-02,46,202520262006516,流体力学C,薛晓鹏[215070],自动化学院,10506,C座111,1-8,全周,,课表
电子信息类2501-03,103,202520262000699,大学生心理健康教育（二）,刘建亚[220229],马克思主义学院,10506,C座111,"10-12,14-16",全周,,课表
地勘T2501班地勘2501-03,86,202520262003742,计算机程序设计基础（Python）,何小贤[208024],计算机学院,10506,C座112,1-12,全周,,课表
英语2501-04,0,202520262001809,计算机程序设计基础（Python）,李利明[801771],计算机学院,10506,C座203,1-12,全周,,课表
自动化与电气类2513-16,124,202520262020118,线性代数,龙珑[211186],数学与统计学院,10506,C座204,1-10,全周,,课表
光电2502-05,114,202520262002295,计算机程序设计基础（Python）,刘泽星[701261],计算机学院,10506,C座205,1-12,全周,,课表
冶金材料类2523-26,108,202520262003525,计算机程序设计基础（C++）,刘胤宏[713042],计算机学院,10506,C座206,1-12,全周,,课表
冶金材料类2527-30,111,202520262003510,计算机程序设计基础（C++）,孙岱[132293],计算机学院,10506,C座207,1-12,全周,,课表
矿物2401-04,0,202520262007647,工科大学化学—化学分析与仪器分析基础,吴倩[217098],化学化工学院,10506,C座209,7-12,全周,,课表
矿物2401-04,0,202520262007647,工科大学化学—化学分析与仪器分析基础,衣馨瑶[215001],化学化工学院,10506,C座209,1-6,全周,,课表
铁道2401-03,79,202520262006642,材料力学B,刘志久[149013],土木工程学院,10506,C座210,1-16,全周,,课表
机械类2501-04,109,202520262020115,线性代数,何伟[137331],数学与统计学院,10506,C座304,1-10,全周,,课表
信管T2401,16,202520262006194,凸优化,李金霖[214042],商学院,10506,C座307,1-12,全周,,课表
冶金材料类2513-16,110,202520262020138,线性代数,汪炎汝[701608],数学与统计学院,10506,C座308,1-10,全周,,课表
冶金材料类2509-12,111,202520262020136,线性代数,朱世华[137248],数学与统计学院,10506,C座310,1-10,全周,,课表
冶金材料类2517-20,107,202520262020143,线性代数,方秋莲[706100],数学与统计学院,10506,C座311,1-10,全周,,课表
交设2401-03,0,202520262006855,交通装备创新设计,"鲁寨军[203082],姚曙光[710012],周丹[208025]","极端流动力能前沿科学中心,交通运输工程学院",10506,C座402,11-16,全周,,课表
自动化与电气类2501-04,125,202520262020116,线性代数,郭孔华[207137],数学与统计学院,10506,C座402,1-10,全周,,课表
机械2410,33,202520262007138,机械精度设计,汤晓明[134289],机电工程学院,10506,C座403,9-16,全周,,课表
能动2404,29,202520262006929,自动控制原理,宋彦坡[205163],能源科学与工程学院,10506,C座403,1-8,全周,,课表
土木D2403班交设D2401,55,202520262003863,固体力学,刘静[149001],土木工程学院,10506,C座404,1-12,全周,,课表
法学2301-03,92,202520262010824,毛泽东思想和中国特色社会主义理论体系概论,薄明华[203010],马克思主义学院,10506,C座407,1-16,全周,,课表
临班,0,202520262021901,新中国史,张喆[222112],马克思主义学院,10506,C座408,9-16,单周,临班,课表
地质2401-02,0,202520262007808,工程测量,陈必焰[217095],地球科学与信息物理学院,10506,C座408,1-8,全周,,课表
能动2401-03,78,202520262018758,形势与政策,肖楚楚[214065],机电工程学院,10506,C座410,"8,12",全周,,课表
临班,0,202520262021897,改革开放史,朱威夫[220244],马克思主义学院,10506,C座410,9-16,单周,,课表
交设2404-06,81,202520262006827,马克思主义基本原理,冯粤[139200],马克思主义学院,10506,C座411,1-16,全周,,课表
车辆2401-02,44,202520262007033,马克思主义基本原理,朱茜玉[220227],马克思主义学院,10506,C座501,1-16,全周,,课表
微电子2202班航天2201-02,96,202520262020046,形势与政策,李丹[222076],马克思主义学院,10506,C座502,"2,4",全周,,课表
统计2503-04,0,202520262002347,国家安全教育,周全[221046],马克思主义学院,10506,C座502,11-16,全周,,课表
中国语言文学类2505-06,62,202520262001959,中国近现代史纲要,井园园[222074],马克思主义学院,10506,C座503,1-16,全周,,课表
自动化2304-06,93,202520262018870,形势与政策,韩风华[221326],马克思主义学院,10506,C座504,"7,11",全周,,课表
光电2201-02班应数D2202,93,202520262019966,形势与政策,罗俊[221112],马克思主义学院,10506,C座504,"2,4",全周,,课表
机械D2501-02班交设D2501,88,202520262018179,形势与政策,范帆[220096],邓迪国际学院,10506,C座504,"9,13",全周,,课表
无机2401-02,34,202520262007677,工科大学化学--物理化学B（二）,彭志光[208027],化学化工学院,10506,C座507,1-10,全周,,课表
计算机类2501-03,97,202520262018213,形势与政策,姜芳蕊[221086],马克思主义学院,10506,C座508,"9,13",全周,,课表
能源类2504-06,88,202520262002951,大学生心理健康教育（二）,刘勇为[210125],马克思主义学院,10506,C座508,"10-12,14-16",全周,,课表
地勘2301-03,0,202520262013904,专业英语Ⅰ,DICK JEFFREY MICHAEL[1718001],地球科学与信息物理学院,10506,C座508,3,全周,,课表
电气2305-07,0,202520262008104,计算机控制技术,黎燕[203074],自动化学院,10506,C座510,1-8,全周,,课表
材料Q2401,18,202520262007340,材料科学基础A（一）,"蔡格梅[210047],李劲风[203063]",材料科学与工程学院,10506,D座101,1-14,全周,,课表
应物T2301,0,202520262011550,表面与薄膜物理,黄寒[212050],物理学院,10506,D座103,2-11,全周,,课表
应数2401-03班应数T2401,0,202520262006435,抽象代数Ⅱ,杨志红[223067],数学与统计学院,10506,D座104,1-12,全周,,课表
环境2302,19,202520262013505,大气污染控制工程,"沈锋华[219126],向开松[223087],肖细元[207149]",冶金与环境学院,10506,D座106,1-8,全周,,课表
经济管理类2508,32,202520262002056,基础会计学,张波[705072],商学院,10506,D座107,1-12,全周,,课表
出版2401-03,86,202520262005972,设计概论,田常清[221232],人文学院,10506,D座108,1-8,全周,,课表
出版2401-02,58,202520262005996,数字内容编辑（理论）,易龙[216002],人文学院,10506,D座108,9-16,全周,,课表
电科2403-04,54,202520262004522,单片机原理与接口技术,邓宏贵[137271],电子信息学院,10506,D座110,1-14,全周,,课表
文史预科2501,20,202520262001468,经典作品选读（二）,李兰兰[216057],马克思主义学院,10506,D座113,"6-8,10-12",全周,,课表
粉体2402,26,202520262007261,材料科学基础（一）,李志友[133334],粉末冶金研究院,10506,D座117,5-16,全周,,课表
出版T2501,0,202520262001858,中外文明概要,舒丽瑰[221093],人文学院,10506,D座121,6-16,全周,,课表
材料2409,0,202520262007464,材料科学基础B（一）,余琨[131301],材料科学与工程学院,10506,D座122,1-12,全周,,课表
临床医学五年类2505-08,121,202520262001295,人工智能基础及应用（通识）B,裘嵘[803271],计算机学院,10506,D座123,1-16,全周,,课表
应物2501,30,202520262002321,热学,银恺[217037],物理学院,10506,D座125,2-13,全周,,课表
材料2403-04,0,202520262007395,科学计算与MATLAB语言,"段柏华[209016],吴壮志[212203]",材料科学与工程学院,10506,D座128,1-10,全周,,课表
信科2301-02班统计2301-03,0,202520262011607,最优化原理与算法,李志保[216015],数学与统计学院,10506,D座129,1-12,全周,,课表
能源类2507,30,202520262003000,能源环境化学,曾志勇[214052],能源科学与工程学院,10506,D座130,1-8,全周,,课表
自动化T2401,23,202520262003941,自动控制原理 A,彭涛[210039],自动化学院,10506,D座203,1-16,全周,,课表
地勘T2401,14,202520262007818,岩石学Ⅰ,邹海洋[127252],地球科学与信息物理学院,10506,D座204,1-16,全周,,课表
生工2402,28,202520262007612,细胞生物学,"刘宏伟[213180],申丽[206003]",资源加工与生物工程学院,10506,D座205,9-16,全周,,课表
采矿2403-04,45,202520262007689,创新创业导论,左绿水[220107],公共管理学院,10506,D座206,1-16,全周,,课表
制药2301-02,0,202520262011486,药物分析,王艳[117191],化学化工学院,10506,化学楼124,1-10,全周,,课表
微电子2401,32,202520262007010,数字电子技术,刘蕾[220271],机电工程学院,10506,机电楼C506,1-14,全周,,课表
应物2301,0,202520262011561,功能材料,孙健[218081],物理学院,10506,数理楼123,2-11,全周,,课表
光电2301-03,0,202520262011589,数字信号处理,阳权龙[222039],物理学院,10506,数理楼124,2-13,全周,,课表
应物T2401,0,202520262006383,计算物理（全英文）,王辉[219108],物理学院,10506,数理楼132,1-8,全周,,课表
应数T2301,0,202520262011712,数值分析,甘四清[203187],数学与统计学院,10506,数理楼142,1-16,全周,,课表
计算机D2501-02,58,202520262000171,微积分（二）,应金勇[217023],数学与统计学院,10506,数理楼245,1-10,全周,,课表
交通运输类2502,25,202520262002842,大学英语（二）,郭云[208061],外国语学院,10506,外语网络楼101,1-16,全周,,课表
地物2301-03,0,202520262013972,德语（二外）,张远薇[215092],外国语学院,10506,外语网络楼102,1-16,全周,,课表
能源类2508,30,202520262002992,大学英语（二）,曹鑫[206180],外国语学院,10506,外语网络楼103,1-16,全周,,课表
轨道交通安全类2514,25,202520262002624,大学英语（二）,邓煜[204072],外国语学院,10506,外语网络楼104,1-16,全周,,课表
土木D2501,14,202520262020744,英语（二）,黄启瑜[215028],外国语学院,10506,外语网络楼105,1-16,全周,分组01,课表
土木D2503,12,202520262020746,英语（二）,Russell Paul Savage[dd202207],邓迪国际学院,10506,外语网络楼106,1-16,全周,分组01,课表
土木D2503,13,202520262020747,英语（二）,张乐祎[32240079],邓迪国际学院,10506,外语网络楼107,1-16,全周,分组02,课表
土木D2502,14,202520262020750,英语（二）,骆莲莲[136284],外国语学院,10506,外语网络楼108,1-16,全周,分组02,课表
土木D2501,14,202520262020745,英语（二）,熊爱平[208114],外国语学院,10506,外语网络楼116,1-16,全周,分组02,课表
土木D2502,13,202520262020749,英语（二）,傅春晖[136203],外国语学院,10506,外语网络楼118,1-16,全周,分组01,课表
英语2303,17,202520262011072,英语散文,许燕[206133],外国语学院,10506,外语网络楼206,1-16,全周,,课表
英语2505,0,202520262020922,英汉语比较,王晓东[204073],外国语学院,10506,外语网络楼207,1-16,全周,,课表
英语2401-05,0,202520262005784,二外(西班牙语)(一),高维谦[218112],外国语学院,10506,外语网络楼208,1-16,全周,,课表
英语2403-05,0,202520262005763,二外(法语)(一),刘田丰[209144],外国语学院,10506,外语网络楼211,1-16,全周,,课表
英语2301,16,202520262010995,英语学术论文写作,赵培玲[211169],外国语学院,10506,外语网络楼212,1-16,全周,,课表
日语2401,13,202520262005870,中级日语（二）,谭蓓[136286],外国语学院,10506,外语网络楼213,1-16,全周,,课表
法语2401,27,202520262005859,中级法语（二）,肖源[225076],外国语学院,10506,外语网络楼215,1-16,全周,,课表
英语2304,16,202520262011038,外语教学理论与实践,耿俐琴[702096],外国语学院,10506,外语网络楼216,1-8,全周,,课表
英语2403-05,0,202520262005778,二外(日语)(一）,蒋京蓉[702054],外国语学院,10506,外语网络楼218,1-16,全周,,课表
自动化T2501,0,202520262000179,大学英语（二）,吴宁[208062],外国语学院,10506,外语网络楼227,1-16,全周,,课表
临床医学五年类2515,30,202520262001319,大学英语（二）,邓英姿[136249],外国语学院,10506,外语网络楼229,1-16,全周,,课表
麻醉2501班,21,202520262001151,大学英语（二）,严安[803372],外国语学院,10506,外语网络楼231,1-16,全周,,课表
统计2501,0,202520262002352,大学英语（二）,旷剑敏[702140],外国语学院,10506,外语网络楼345,1-16,全周,,课表
法学2504,30,202520262001547,大学英语（二）,佘烨[702038],外国语学院,10506,外语网络楼346,1-16,全周,,课表
能源类2511,30,202520262002988,大学英语（二）,朱妮娅[136207],外国语学院,10506,外语网络楼354,1-16,全周,,课表
机械类2510,28,202520262003205,大学英语（二）,张捷[801245],外国语学院,10506,外语网络楼447,1-16,全周,,课表
中国语言文学类2507,30,202520262001897,大学英语（二）,陈则恩[222110],外国语学院,10506,外语网络楼449,1-16,全周,,课表
机械类2505,28,202520262003204,大学英语（二）,曾丹[206090],外国语学院,10506,外语网络楼453,1-16,全周,,课表
西班牙语2401,0,202520262005837,高级西班牙语听力（一）,肖艳红[211061],外国语学院,10506,外语网络楼613,1-8,全周,,课表
计算机D2301-02,56,202520262008043,游戏编程,Kaveh Kadkhoda Mohammadmosaferi[dd202601],邓迪国际学院,10506,外语网络楼635,7-16,全周,,课表
音乐表演2301-02,3,202520262022182,钢琴演奏-6,申婷婷[206063],建筑与艺术学院,10506,艺术楼106,1-16,全周,申婷婷,课表
舞蹈表演2501,23,202520262001719,中国民族民间舞（二）,王峥[220219],建筑与艺术学院,10506,艺术楼109,1-16,全周,,课表
舞蹈表演2301,22,202520262010885,现代舞基训（二）,周智辉[212180],建筑与艺术学院,10506,艺术楼126,1-16,全周,,课表
音乐表演2301-02,2,202520262022185,声乐演唱-6,计媛茜[214025],建筑与艺术学院,10506,艺术楼130,1-16,全周,计媛茜,课表
音乐表演2301-02,4,202520262022191,声乐演唱-6,蔡诤诤[214029],建筑与艺术学院,10506,艺术楼318,1-16,全周,蔡诤诤,课表
音乐表演2401-02,4,202520262022178,声乐演唱-4,成莹[214027],建筑与艺术学院,10506,艺术楼319,1-16,全周,成莹,课表
音乐表演2401-02,3,202520262022179,声乐演唱-4,滕树平[204178],建筑与艺术学院,10506,艺术楼332,1-16,全周,滕树平,课表
建筑2501,11,202520262020685,空间建构基础,郑瑾[701245],建筑与艺术学院,105060708,A座302,2-13,全周,分组01,课表
建筑2501,11,202520262020686,空间建构基础,黄文娟[149025],建筑与艺术学院,105060708,A座302,2-13,全周,分组02,课表
建筑2502,11,202520262020687,空间建构基础,任倩岚[701053],建筑与艺术学院,105060708,A座303,2-13,全周,分组01,课表
建筑2502,11,202520262020688,空间建构基础,颜萍[701057],建筑与艺术学院,105060708,A座303,2-13,全周,分组02,课表
产设2303-04,0,202520262010908,专业文献阅读与论文写作,王宇晖[220166],建筑与艺术学院,105060708,艺术楼110,9-16,全周,,课表
艺科2505-06,38,202520262001668,设计学通论:历史、理论与批评,陈彦颖[208153],建筑与艺术学院,105060708,艺术楼112,1-4,全周,,课表
艺科2404,0,202520262005597,科技与设计,赵晓婉[224031],建筑与艺术学院,105060708,艺术楼206,9-11,全周,,课表
产设2301,20,202520262010919,专题设计,刘小静[206081],建筑与艺术学院,105060708,艺术楼302,11-16,全周,,课表
产设2306,16,202520262010922,专题设计,乔煜[213162],建筑与艺术学院,105060708,艺术楼303,11-16,全周,,课表
艺科2402,0,202520262005562,工业设计工程基础,王刚[134267],机电工程学院,105060708,艺术楼304,1-6,全周,,课表
艺科2403,0,202520262005622,产品形态设计,刘颖[206110],建筑与艺术学院,105060708,艺术楼304,9-16,全周,,课表
艺科2402,0,202520262005626,产品形态设计,刘磊[704189],建筑与艺术学院,105060708,艺术楼305,9-16,全周,,课表
产设2301-02,0,202520262010935,智能交互设计,乔煜[213162],建筑与艺术学院,105060708,艺术楼307,1-8,全周,,课表
艺科2502,18,202520262001656,设计媒介与表现技术,谢旭斌[139164],建筑与艺术学院,105060708,艺术楼307,11-16,全周,,课表
艺科2405,0,202520262005580,数字游戏设计,曾新[207008],建筑与艺术学院,105060708,艺术楼310,11-16,全周,,课表
艺科2505,19,202520262001660,设计媒介与表现技术,钟虹滨[139169],建筑与艺术学院,105060708,艺术楼403,11-16,全周,,课表
艺科2408,0,202520262005587,信息图形设计,萧沁[139136],建筑与艺术学院,105060708,艺术楼403,5-10,全周,,课表
艺科2404,0,202520262005653,展演空间,刘少博[215019],建筑与艺术学院,105060708,艺术楼409,13-16,全周,,课表
艺科2404,0,202520262005589,智能家居,谢旭斌[139164],建筑与艺术学院,105060708,艺术楼409,6-8,全周,,课表
艺科2406,0,202520262005639,地域文化创意设计,毛寒[139118],建筑与艺术学院,105060708,艺术楼412,5-6,全周,,课表
艺科2506,19,202520262001659,设计媒介与表现技术,屈云东[139116],建筑与艺术学院,105060708,艺术楼412,11-16,全周,,课表
艺科2406,0,202520262005639,地域文化创意设计,毛寒[139118],建筑与艺术学院,105060708,艺术楼412,1-4,全周,,课表
艺科2407,0,202520262005640,地域文化创意设计,徐皎[206079],建筑与艺术学院,105060708,艺术楼413,1-4,全周,,课表
艺科2507,20,202520262001658,设计媒介与表现技术,燕杰[139129],建筑与艺术学院,105060708,艺术楼413,11-16,全周,,课表
艺科2408,0,202520262005579,数字游戏设计,周娉[209149],建筑与艺术学院,105060708,艺术楼414,11-16,全周,,课表
艺科2507-08,39,202520262001666,设计学通论:历史、理论与批评,刘少博[215019],建筑与艺术学院,105060708,艺术楼418,5-8,全周,,课表
音乐表演2501-02,0,202520262022157,声乐演唱（二）,龙玉婷[212185],建筑与艺术学院,106,艺术楼237,1-16,全周,龙玉婷,课表
音乐表演2501-02,0,202520262022147,基础钢琴,廖彦[212179],建筑与艺术学院,106,艺术楼320,1-16,全周,廖彦,课表
音乐表演2501-02,0,202520262022161,声乐演唱（二）,黄敏佳[212186],建筑与艺术学院,106,艺术楼333,1-16,全周,黄敏佳,课表
音乐表演2401-02,0,202520262022163,基础钢琴-4,彭晓[205188],建筑与艺术学院,106,艺术楼335,1-16,全周,彭晓,课表
音乐表演2401-02,0,202520262022164,基础钢琴-4,潘娜[206121],建筑与艺术学院,106,艺术楼336,1-16,全周,潘娜,课表
音乐表演2501-02,0,202520262022150,基础钢琴,殷英[170051],建筑与艺术学院,106,艺术楼337,1-16,全周,殷英,课表
音乐表演2501-02,0,202520262022151,基础钢琴,王苗[204091],建筑与艺术学院,106,艺术楼338,1-16,全周,王苗,课表
音乐表演2501-02,0,202520262022156,声乐演唱（二）,梁彩云[212143],建筑与艺术学院,107,艺术楼236,1-16,全周,梁彩云,课表
音乐表演2501-02,0,202520262022157,声乐演唱（二）,龙玉婷[212185],建筑与艺术学院,107,艺术楼237,1-16,全周,龙玉婷,课表
音乐表演2401-02,0,202520262022165,基础钢琴-4,殷英[170051],建筑与艺术学院,107,艺术楼337,1-16,全周,殷英,课表
音乐表演2501-02,0,202520262022151,基础钢琴,王苗[204091],建筑与艺术学院,107,艺术楼338,1-16,全周,王苗,课表
行政[2501-03]班西班牙语2501,76,202520262000874,计算机程序设计基础（Python）,李小兰[801766],计算机学院,10708,A座101,1-12,全周,,课表
交控2401-02,64,202520262006891,数字信号处理,陈志文[216090],自动化学院,10708,A座102,9-16,单周,,课表
地质2301-02,0,202520262013820,地基处理,李建中[127257],地球科学与信息物理学院,10708,A座102,1-8,全周,,课表
机械2302-03,64,202520262012695,热流体力学,"黄明辉[134192],李毅波[209120]",轻合金研究院,10708,A座103,3-12,全周,,课表
机械2406-08,99,202520262007193,材料力学C,罗建阳[149015],土木工程学院,10708,A座104,1-16,全周,,课表
信科2501-02班统计2504,0,202520262002399,数学分析（二）,向淑晃[137309],数学与统计学院,10708,A座108,1-16,全周,,课表
冶金2405-06班冶金T2401,76,202520262007526,工科大学化学—物理化学A(二),丁治英[211200],化学化工学院,10708,A座110,1-10,全周,,课表
轨道交通安全类2525-26,52,202520262002713,工程制图与数字化表达,肖雄[224083],土木工程学院,10708,A座111,1-16,全周,,课表
轨道交通安全类2506-07,54,202520262002702,工程制图与数字化表达,徐彧[701231],土木工程学院,10708,A座112,1-16,全周,,课表
轨道交通安全类2508-09,50,202520262002722,工程制图与数字化表达,单明[218034],土木工程学院,10708,A座113,1-16,全周,,课表
轨道交通安全类2529-30,52,202520262002710,工程制图与数字化表达,吕飞[222293],土木工程学院,10708,A座114,1-16,全周,,课表
交设D2501,29,202520262000119,工程制图基础,汤晓燕[134236],机电工程学院,10708,A座115,1-16,全周,,课表
信科2401-02,0,202520262006418,数学建模,李志保[216015],数学与统计学院,10708,A座117,3-16,全周,,课表
预防2501-04,0,202520262001015,申论与公文写作,伍如昕[211071],公共管理学院,10708,A座119,9-16,全周,,课表
电信2401-02,60,202520262004069,微机原理与接口技术,薛晓鹏[215070],自动化学院,10708,A座119,1-8,全周,,课表
机械T2501班化学生物环境类2513-15,69,202520262003108,大学物理B（一）,吴迪[204167],物理学院,10708,A座122,1-16,全周,,课表
哲学2401,14,202520262006026,"科学哲学		",阳建国[139165],人文学院,10708,A座123,1-12,全周,,课表
哲学2301,18,202520262011113,当代知识论,刘淘宁[223001],人文学院,10708,A座124,1-12,全周,,课表
经济管理类2505-08,123,202520262017591,高等数学B（二）,陈明[137334],数学与统计学院,10708,A座201,1-16,全周,,课表
自动化T2301,29,202520262008327,电机拖动与运动控制系统,董密[132357],自动化学院,10708,A座203,9-16,全周,,课表
自动化T2301,29,202520262008327,电机拖动与运动控制系统,董密[132357],自动化学院,10708,A座203,1-8,全周,,课表
冶金材料类2501-03,82,202520262003561,大学物理B（一）,曾小青[802992],物理学院,10708,A座204,1-16,全周,,课表
计算机D2401-02,59,202520262003913,算法与人工智能,刘姝[218083],计算机学院,10708,A座206,6-15,全周,,课表
计算机D2301-02,56,202520262008047,敏捷软件工程,Karen Elizabeth Petrie[dd202304],邓迪国际学院,10708,A座207,1-6,全周,,课表
轨道交通安全类2501-02,58,202520262002695,工程制图与数字化表达,段林利[222299],土木工程学院,10708,A座211,1-16,全周,,课表
轨道交通安全类2510-11,52,202520262002699,工程制图与数字化表达,刘伟[701212],土木工程学院,10708,A座212,1-16,全周,,课表
交运2403-04,53,202520262006755,人工智能基础,尹永昊[222301],交通运输工程学院,10708,A座213,9-16,全周,,课表
铁道2403,26,202520262006629,工程测量与智能勘测,彭仪普[701005],土木工程学院,10708,A座213,1-8,全周,,课表
采矿2403-04,47,202520262007705,马克思主义基本原理,何秋娟[220251],马克思主义学院,10708,A座214,1-16,全周,,课表
化学生物环境类2511,28,202520262002198,工程制图基础B,周亮[134309],机电工程学院,10708,A座215,1-12,全周,,课表
冶金2303-04,0,202520262013472,钢铁冶金学A,朱晨阳[221311],冶金与环境学院,10708,A座217,11-12,全周,,课表
冶金2303-04,0,202520262013472,钢铁冶金学A,曾杰[218142],冶金与环境学院,10708,A座217,7-10,全周,,课表
应化2305,0,202520262011457,物质分离原理与技术,胡慧萍[135226],化学化工学院,10708,A座219,4-5,全周,,课表
应化2305,0,202520262011457,物质分离原理与技术,钱东[135232],化学化工学院,10708,A座219,3,全周,,课表
应化2305,0,202520262011457,物质分离原理与技术,施树云[207099],化学化工学院,10708,A座219,6-8,全周,,课表
应化2305,0,202520262011457,物质分离原理与技术,钱东[135232],化学化工学院,10708,A座219,1-2,全周,,课表
机械2308班机械T2301,0,202520262012735,智能制造装备与系统（二）,陈志[217052],机电工程学院,10708,A座220,3-12,全周,,课表
法学T2401,24,202520262005487,民法分论(一),匡凯[217010],法学院,10708,A座221,1-12,全周,,课表
遥感2402,22,202520262020871,GNSS测量原理与应用,陈必焰[217095],地球科学与信息物理学院,10708,A座222,9-16,全周,,课表
地质2401-02,47,202520262007810,岩土钻掘工艺学,张绍和[127248],地球科学与信息物理学院,10708,A座222,1-8,全周,,课表
粉体2403,24,202520262007257,材料科学基础（一）,"李昆[133336],王培生[219128]",粉末冶金研究院,10708,A座223,5-16,全周,,课表
地物2402,24,202520262007849,地球物理场论,王珣[221053],地球科学与信息物理学院,10708,A座224,1-8,全周,,课表
遥感2401,22,202520262007887,GNSS测量原理与应用,曾凡河[149042],地球科学与信息物理学院,10708,A座224,9-16,全周,,课表
临床医学五年类2513-15,89,202520262001376,大学物理C,潘江陵[145001],物理学院,10708,A座304,1-16,全周,,课表
